expiration,T,daysToExpiry,type,exerciseType,strike,bid,ask,lastPrice,volume,openInterest,impliedVolatility
2026-12-18,0.591781,216,call,american,110.0,191.05,194.45,178.96,2.0,521.0,0.8110370458984374
2026-12-18,0.591781,216,call,american,115.0,186.1,189.4,185.0,2.0,336.0,0.778322529296875
2026-12-18,0.591781,216,call,american,120.0,181.4,184.9,175.22,1.0,1338.0,0.7716087292480469
2026-12-18,0.591781,216,call,american,125.0,176.9,179.9,179.02,1.0,488.0,0.7547631945800781
2026-12-18,0.591781,216,call,american,130.0,171.8,175.1,167.09,15.0,1382.0,0.7274197180175781
2026-12-18,0.591781,216,call,american,135.0,166.95,170.35,162.73,20.0,627.0,0.7085600433349608
2026-12-18,0.591781,216,call,american,140.0,162.1,165.45,157.55,10.0,856.0,0.6862824340820313
2026-12-18,0.591781,216,call,american,145.0,157.5,160.35,152.5,4.0,680.0,0.665713792114258
2026-12-18,0.591781,216,call,american,150.0,152.6,155.65,155.0,1.0,498.0,0.6475865319824219
2026-12-18,0.591781,216,call,american,155.0,147.35,151.05,142.6,10.0,257.0,0.6245765081787109
2026-12-18,0.591781,216,call,american,160.0,142.85,146.3,137.33,10.0,666.0,0.6134682208251954
2026-12-18,0.591781,216,call,american,165.0,138.0,141.5,133.3,66.0,552.0,0.594730615234375
2026-12-18,0.591781,216,call,american,170.0,133.75,136.4,136.83,1.0,1106.0,0.581180946044922
2026-12-18,0.591781,216,call,american,175.0,128.95,131.65,130.71,1.0,784.0,0.5642133422851563
2026-12-18,0.591781,216,call,american,180.0,124.2,126.9,124.5,16.0,896.0,0.5480391876220705
2026-12-18,0.591781,216,call,american,185.0,119.1,122.2,122.59,2.0,980.0,0.5275926147460939
2026-12-18,0.591781,216,call,american,190.0,114.4,117.3,112.83,20.0,652.0,0.5101977691650392
2026-12-18,0.591781,216,call,american,195.0,110.1,112.8,92.11,25.0,1117.0,0.503209313659668
2026-12-18,0.591781,216,call,american,200.0,105.65,107.6,106.52,6.0,13043.0,0.508092077331543
2026-12-18,0.591781,216,call,american,205.0,100.8,103.3,103.98,10.0,182.0,0.5006153454589843
2026-12-18,0.591781,216,call,american,210.0,96.3,98.4,99.38,11.0,5707.0,0.4797415307617187
2026-12-18,0.591781,216,call,american,215.0,91.6,94.05,92.92,18.0,172.0,0.47018962432861333
2026-12-18,0.591781,216,call,american,220.0,87.1,89.15,90.18,26.0,3473.0,0.44946839599609373
2026-12-18,0.591781,216,call,american,225.0,82.65,84.55,85.97,2.0,213.0,0.4345149322509766
2026-12-18,0.591781,216,call,american,230.0,78.2,80.4,78.9,4.0,5161.0,0.42719078674316413
2026-12-18,0.591781,216,call,american,235.0,73.85,76.2,72.39,149.0,506.0,0.4181271566772461
2026-12-18,0.591781,216,call,american,240.0,69.75,71.35,72.45,3.0,5695.0,0.3979247219848633
2026-12-18,0.591781,216,call,american,245.0,65.65,67.6,66.07,2.0,288.0,0.3945983392333985
2026-12-18,0.591781,216,call,american,250.0,61.45,62.55,63.75,30.0,15737.0,0.3710084872436523
2026-12-18,0.591781,216,call,american,255.0,57.35,58.9,59.24,9.0,4442.0,0.36736167312622076
2026-12-18,0.591781,216,call,american,260.0,53.65,55.25,56.28,35.0,7451.0,0.36237209899902345
2026-12-18,0.591781,216,call,american,265.0,49.2,51.35,50.29,53.0,937.0,0.3529422616577148
2026-12-18,0.591781,216,call,american,270.0,46.1,47.35,46.74,82.0,7347.0,0.3413151806640625
2026-12-18,0.591781,216,call,american,275.0,42.4,43.65,42.75,23.0,2155.0,0.33246517150878907
2026-12-18,0.591781,216,call,american,280.0,38.95,40.6,39.86,22.0,6754.0,0.33017637603759764
2026-12-18,0.591781,216,call,american,285.0,35.5,37.3,36.3,7.0,1761.0,0.32356938644409167
2026-12-18,0.591781,216,call,american,290.0,32.75,33.95,33.34,251.0,14124.0,0.31513136047363277
2026-12-18,0.591781,216,call,american,295.0,30.0,30.85,30.43,61.0,2585.0,0.30820393951416014
2026-12-18,0.591781,216,call,american,300.0,27.2,28.0,27.63,386.0,29614.0,0.30264979583740237
2026-12-18,0.591781,216,call,american,305.0,24.6,25.3,24.83,34.0,2508.0,0.29727875579833973
2026-12-18,0.591781,216,call,american,310.0,22.2,23.05,22.47,27.0,4829.0,0.29529513305664057
2026-12-18,0.591781,216,call,american,315.0,19.9,20.55,20.9,23.0,2731.0,0.28910012664794915
2026-12-18,0.591781,216,call,american,320.0,17.85,18.55,17.99,581.0,9894.0,0.28684184844970695
2026-12-18,0.591781,216,call,american,325.0,15.9,16.55,16.5,1983.0,2764.0,0.28304244796752925
2026-12-18,0.591781,216,call,american,330.0,14.2,15.1,14.45,259.0,5295.0,0.28395796615600577
2026-12-18,0.591781,216,call,american,335.0,12.55,13.35,13.34,57.0,1601.0,0.280005979309082
2026-12-18,0.591781,216,call,american,340.0,11.25,11.85,11.51,90.0,5637.0,0.27747304565429687
2026-12-18,0.591781,216,call,american,345.0,10.05,10.7,10.35,31.0,1683.0,0.277778218383789
2026-12-18,0.591781,216,call,american,350.0,8.95,9.35,9.05,313.0,9164.0,0.27417718017578124
2026-12-18,0.591781,216,call,american,360.0,7.05,7.5,7.12,481.0,2807.0,0.2741466629028321
2026-12-18,0.591781,216,call,american,370.0,5.35,5.8,6.0,51.0,4191.0,0.2712475219726562
2026-12-18,0.591781,216,call,american,380.0,4.3,4.6,4.45,121.0,3795.0,0.2715526947021484
2026-12-18,0.591781,216,call,american,390.0,3.4,3.6,3.45,70.0,1100.0,0.27118648742675777
2026-12-18,0.591781,216,call,american,400.0,2.62,2.9,2.82,373.0,1217.0,0.2732311447143554
2026-12-18,0.591781,216,call,american,410.0,2.04,2.25,2.23,65.0,786.0,0.27283442016601556
2026-12-18,0.591781,216,call,american,420.0,1.61,1.86,1.82,42.0,789.0,0.27649649291992184
2026-12-18,0.591781,216,call,american,430.0,1.29,1.64,1.44,43.0,443.0,0.2834544311523437
2026-12-18,0.591781,216,call,american,440.0,0.96,1.37,1.19,9.0,141.0,0.2869944348144531
2026-12-18,0.591781,216,call,american,450.0,0.87,0.96,0.92,32.0,4421.0,0.28137925659179686
2026-12-18,0.591781,216,call,american,460.0,0.56,0.97,0.76,10.0,43.0,0.29395237304687494
2026-12-18,0.591781,216,call,american,470.0,0.4,0.83,0.5,1.0,69.0,0.2978585839843749
2026-12-18,0.591781,216,call,american,480.0,0.3,0.71,0.5,1.0,253.0,0.30152065673828127
2026-12-18,0.591781,216,call,american,490.0,0.31,0.61,0.43,3.0,58.0,0.3051827294921875
2026-12-18,0.591781,216,call,american,500.0,0.2,0.46,0.35,1.0,434.0,0.30286341674804684
2026-12-18,0.591781,216,call,american,510.0,0.12,0.49,0.36,10.0,89.0,0.315314464111328
2026-12-18,0.591781,216,call,american,520.0,0.11,0.24,0.24,7.0,536.0,0.29614961669921874
2026-12-18,0.591781,216,call,american,530.0,0.15,0.2,0.24,3.0,2696.0,0.29834686035156244
2027-01-15,0.668493,244,call,american,5.0,293.8,297.25,286.65,251.0,7.0,2.3320354199218745
2027-01-15,0.668493,244,call,american,10.0,288.4,292.3,273.0,1.0,0.0,1.654298603515625
2027-01-15,0.668493,244,call,american,15.0,283.4,287.35,262.37,3.0,10.0,1.46875265625
2027-01-15,0.668493,244,call,american,25.0,174.8,178.65,172.1,3.0,5.0,1.0000000000000003e-05
2027-01-15,0.668493,244,call,american,30.0,224.4,228.1,192.4,3.0,4.0,1.0000000000000003e-05
2027-01-15,0.668493,244,call,american,35.0,165.3,169.2,165.98,1.0,5.0,1.0000000000000003e-05
2027-01-15,0.668493,244,call,american,40.0,259.2,263.0,218.8,10.0,39.0,1.2343788281249999
2027-01-15,0.668493,244,call,american,45.0,223.0,226.9,213.4,1.0,2.0,1.0000000000000003e-05
2027-01-15,0.668493,244,call,american,50.0,249.55,253.25,243.05,1.0,161.0,1.1506390124511716
2027-01-15,0.668493,244,call,american,60.0,239.85,243.55,227.7,17.0,130.0,1.0759323547363282
2027-01-15,0.668493,244,call,american,70.0,230.15,233.85,223.5,1.0,139.0,1.0090381579589844
2027-01-15,0.668493,244,call,american,80.0,220.45,224.15,220.8,14.0,315.0,0.9478764978027343
2027-01-15,0.668493,244,call,american,85.0,185.45,189.15,170.37,2.0,93.0,1.0000000000000003e-05
2027-01-15,0.668493,244,call,american,90.0,210.75,214.4,204.98,34.0,282.0,0.8898936791992187
2027-01-15,0.668493,244,call,american,95.0,205.85,209.6,159.61,4.0,24.0,0.8634046862792968
2027-01-15,0.668493,244,call,american,100.0,201.35,204.2,200.26,3.0,687.0,0.8311784460449219
2027-01-15,0.668493,244,call,american,105.0,196.2,199.9,186.1,3.0,76.0,0.8148211877441407
2027-01-15,0.668493,244,call,american,110.0,191.35,195.05,191.51,1.0,249.0,0.7908956457519531
2027-01-15,0.668493,244,call,american,115.0,186.35,190.25,181.27,4.0,106.0,0.764772860107422
2027-01-15,0.668493,244,call,american,120.0,181.8,185.4,175.4,1.0,536.0,0.7501245690917968
2027-01-15,0.668493,244,call,american,125.0,176.85,180.6,145.77,10.0,288.0,0.726565234375
2027-01-15,0.668493,244,call,american,130.0,172.4,175.3,161.77,1.0,412.0,0.7036162451171876
2027-01-15,0.668493,244,call,american,135.0,167.7,171.0,162.3,214.0,1449.0,0.6975738250732424
2027-01-15,0.668493,244,call,american,140.0,162.75,165.7,154.9,1.0,1522.0,0.6649813775634767
2027-01-15,0.668493,244,call,american,145.0,157.85,161.1,152.7,30.0,6397.0,0.6485020501708985
2027-01-15,0.668493,244,call,american,150.0,153.0,156.15,155.0,18.0,1824.0,0.626529613647461
2027-01-15,0.668493,244,call,american,155.0,148.05,151.75,143.73,5.0,155.0,0.6130409790039064
2027-01-15,0.668493,244,call,american,160.0,143.65,146.75,144.8,2.0,659.0,0.5984537225341797
2027-01-15,0.668493,244,call,american,165.0,138.75,141.95,124.8,2.0,274.0,0.5789837023925781
2027-01-15,0.668493,244,call,american,170.0,134.45,137.15,133.5,1.0,972.0,0.5688214505004883
2027-01-15,0.668493,244,call,american,175.0,129.7,132.45,128.89,3.0,1614.0,0.5531660894775392
2027-01-15,0.668493,244,call,american,180.0,125.05,127.7,126.18,5.0,1264.0,0.5381821084594728
2027-01-15,0.668493,244,call,american,185.0,120.35,122.4,120.18,2.0,821.0,0.5155077746582031
2027-01-15,0.668493,244,call,american,190.0,115.55,118.5,114.35,1.0,1161.0,0.5092212164306642
2027-01-15,0.668493,244,call,american,195.0,111.05,113.8,113.0,1.0,697.0,0.5264939929199219
2027-01-15,0.668493,244,call,american,200.0,106.55,108.75,107.83,5.0,12877.0,0.5025989682006836
2027-01-15,0.668493,244,call,american,210.0,97.35,99.05,98.2,17.0,2515.0,0.46417772155761716
2027-01-15,0.668493,244,call,american,215.0,92.85,94.55,93.7,3.0,0.0,0.45178770874023444
2027-01-15,0.668493,244,call,american,220.0,88.5,90.5,89.0,7.0,7652.0,0.44690494506835937
2027-01-15,0.668493,244,call,american,230.0,79.6,81.45,79.96,68.0,11710.0,0.41901215759277344
2027-01-15,0.668493,244,call,american,240.0,71.25,72.85,71.97,23.0,8897.0,0.3967345483398438
2027-01-15,0.668493,244,call,american,245.0,66.85,69.05,69.85,1.0,1.0,0.39182126739501955
2027-01-15,0.668493,244,call,american,250.0,62.85,64.75,63.85,76.0,11460.0,0.3791413404846191
2027-01-15,0.668493,244,call,american,260.0,55.45,56.8,55.75,47.0,14623.0,0.36048002807617185
2027-01-15,0.668493,244,call,american,265.0,51.25,53.2,52.56,5.0,6.0,0.3544986425781249
2027-01-15,0.668493,244,call,american,270.0,47.9,48.55,48.6,165.0,13202.0,0.3352727606201171
2027-01-15,0.668493,244,call,american,275.0,43.95,46.0,45.67,6.0,6.0,0.3395146615600586
2027-01-15,0.668493,244,call,american,280.0,41.0,42.0,41.25,142.0,31941.0,0.32616335464477536
2027-01-15,0.668493,244,call,american,290.0,34.7,35.8,35.17,106.0,9449.0,0.3160926545715332
2027-01-15,0.668493,244,call,american,295.0,31.25,33.45,32.57,8.0,18.0,0.3170539486694336
2027-01-15,0.668493,244,call,american,300.0,29.25,30.0,29.45,952.0,67320.0,0.30536583312988286
2027-01-15,0.668493,244,call,american,305.0,26.4,27.45,28.0,16.0,68.0,0.30170376037597657
2027-01-15,0.668493,244,call,american,310.0,24.1,24.85,24.1,106.0,13997.0,0.296256427154541
2027-01-15,0.668493,244,call,american,315.0,21.7,22.7,22.9,37.0,133.0,0.29407444213867184
2027-01-15,0.668493,244,call,american,320.0,19.7,20.45,20.02,374.0,28880.0,0.28955788574218744
2027-01-15,0.668493,244,call,american,325.0,17.6,18.65,17.92,45.0,25.0,0.2883677120971678
2027-01-15,0.668493,244,call,american,330.0,16.0,16.75,16.47,270.0,18569.0,0.2848582257080078
2027-01-15,0.668493,244,call,american,335.0,14.15,15.1,15.09,146.0,23.0,0.28266098205566403
2027-01-15,0.668493,244,call,american,340.0,12.85,13.6,13.25,143.0,4932.0,0.2808604629516601
2027-01-15,0.668493,244,call,american,345.0,11.55,12.15,11.85,105.0,13.0,0.278327529296875
2027-01-15,0.668493,244,call,american,350.0,10.45,10.85,10.6,1274.0,21800.0,0.27625235473632803
2027-01-15,0.668493,244,call,american,355.0,9.05,9.85,9.75,115.0,2.0,0.2765880447387695
2027-01-15,0.668493,244,call,american,360.0,8.4,8.75,8.48,305.0,4400.0,0.2745586460876465
2027-01-15,0.668493,244,call,american,365.0,7.4,7.9,7.4,130.0,6.0,0.2746349392700196
2027-01-15,0.668493,244,call,american,370.0,6.5,7.0,6.7,435.0,8691.0,0.27292597198486324
2027-01-15,0.668493,244,call,american,375.0,5.8,6.35,6.35,81.0,60.0,0.27374993835449213
2027-01-15,0.668493,244,call,american,380.0,5.15,5.6,5.65,313.0,2753.0,0.2720409710693359
2027-01-15,0.668493,244,call,american,385.0,4.6,5.15,5.1,92.0,6.0,0.2742076974487304
2027-01-15,0.668493,244,call,american,390.0,4.15,4.45,4.35,178.0,1808.0,0.27118648742675777
2027-01-15,0.668493,244,call,american,395.0,3.75,4.15,4.05,102.0,0.0,0.2743908010864258
2027-01-15,0.668493,244,call,american,400.0,3.4,3.6,3.5,647.0,5378.0,0.2720409710693359
2027-01-15,0.668493,244,call,american,410.0,2.7,2.93,2.92,186.0,1707.0,0.273444765625
2027-01-15,0.668493,244,call,american,420.0,2.2,2.41,2.28,74.0,1789.0,0.2755199401855468
2027-01-15,0.668493,244,call,american,430.0,1.78,1.99,1.7,1.0,1760.0,0.277778218383789
2027-01-15,0.668493,244,call,american,440.0,1.34,1.59,1.54,62.0,1106.0,0.27802235656738283
2027-01-15,0.668493,244,call,american,450.0,1.17,1.29,1.23,491.0,17217.0,0.2791820129394531
2027-01-15,0.668493,244,call,american,460.0,0.95,1.21,1.09,45.0,126.0,0.2876047802734374
2027-01-15,0.668493,244,call,american,470.0,0.75,1.02,0.66,3.0,156.0,0.29016823120117186
2027-01-15,0.668493,244,call,american,480.0,0.65,0.74,0.7,50.0,8685.0,0.28565167480468745
2027-01-15,0.668493,244,call,american,490.0,0.52,0.63,0.52,21.0,1182.0,0.2885813330078124
2027-01-15,0.668493,244,call,american,500.0,0.43,0.53,0.48,9.0,1450.0,0.29077857666015616
2027-01-15,0.668493,244,call,american,510.0,0.33,0.46,0.43,2.0,101.0,0.2941965112304687
2027-01-15,0.668493,244,call,american,520.0,0.22,0.4,0.35,310.0,3371.0,0.2973703076171874
2027-01-15,0.668493,244,call,american,530.0,0.17,0.42,0.34,70.0,4679.0,0.3078682495117187
2027-01-15,0.668493,244,call,american,540.0,0.18,0.38,0.25,3.0,722.0,0.3122627368164062
2027-01-15,0.668493,244,call,american,550.0,0.11,0.25,0.2,59.0,6067.0,0.3042061767578125
2027-02-19,0.764384,279,call,american,220.0,89.55,92.2,88.35,12.0,20.0,0.44504339141845706
2027-02-19,0.764384,279,call,american,240.0,72.9,74.65,75.49,3.0,6.0,0.39540704696655277
2027-02-19,0.764384,279,call,american,260.0,57.2,58.8,58.35,4.0,0.0,0.3603274417114257
2027-02-19,0.764384,279,call,american,270.0,49.9,51.85,50.48,27.0,1.0,0.34943277526855465
2027-02-19,0.764384,279,call,american,280.0,43.1,44.8,45.0,1.0,2.0,0.33388422470092777
2027-02-19,0.764384,279,call,american,290.0,36.85,38.3,38.49,20.0,87.0,0.32033455551147455
2027-02-19,0.764384,279,call,american,300.0,31.65,32.45,31.91,21.0,100.0,0.3091957508850098
2027-02-19,0.764384,279,call,american,310.0,26.6,27.5,27.2,139.0,407.0,0.3023751403808594
2027-02-19,0.764384,279,call,american,320.0,22.15,22.95,22.45,50.0,418.0,0.29489840850830074
2027-02-19,0.764384,279,call,american,330.0,18.3,19.25,18.6,36.0,396.0,0.29112952529907216
2027-02-19,0.764384,279,call,american,340.0,15.0,15.95,16.33,1.0,85.0,0.28693340026855463
2027-02-19,0.764384,279,call,american,350.0,12.3,12.9,12.46,80.0,182.0,0.28090623886108396
2027-02-19,0.764384,279,call,american,360.0,10.0,10.8,10.38,7.0,5.0,0.2810130493164062
2027-02-19,0.764384,279,call,american,370.0,8.0,8.65,9.0,20.0,96.0,0.2766185620117187
2027-02-19,0.764384,279,call,american,380.0,6.55,7.05,7.3,6.0,17.0,0.27521476745605467
2027-02-19,0.764384,279,call,american,400.0,4.25,4.9,4.9,1.0,135.0,0.27756459747314455
2027-02-19,0.764384,279,call,american,420.0,3.0,3.3,3.05,2.0,16.0,0.2778392529296875
2027-02-19,0.764384,279,call,american,430.0,2.46,2.78,2.68,40.0,6.0,0.2799144274902343
2027-02-19,0.764384,279,call,american,440.0,1.92,2.33,2.25,41.0,16.0,0.2815623602294921
2027-02-19,0.764384,279,call,american,450.0,1.55,1.97,1.83,40.0,62.0,0.28357650024414055
2027-02-19,0.764384,279,call,american,460.0,1.27,1.66,1.48,40.0,17.0,0.2853465020751953
2027-02-19,0.764384,279,call,american,500.0,0.57,0.95,0.81,1.0,1.0,0.29724823852539056
2027-02-19,0.764384,279,call,american,550.0,0.21,0.55,0.43,1.0,1.0,0.3147041186523437
2027-02-19,0.764384,279,call,american,570.0,0.16,0.39,0.27,1.0,,0.315314464111328
2027-03-19,0.841096,307,call,american,30.0,238.0,243.0,218.22,1.0,0.0,1.0000000000000003e-05
2027-03-19,0.841096,307,call,american,70.0,230.3,234.15,196.39,1.0,3.0,0.9207771594238281
2027-03-19,0.841096,307,call,american,90.0,211.05,214.95,211.9,1.0,2.0,0.8217791259765624
2027-03-19,0.841096,307,call,american,100.0,201.0,205.35,168.5,7.0,7.0,0.7648949291992189
2027-03-19,0.841096,307,call,american,105.0,196.85,200.55,170.75,45.0,45.0,0.7612328564453126
2027-03-19,0.841096,307,call,american,115.0,187.15,191.0,174.5,1.0,2.0,0.7185086743164062
2027-03-19,0.841096,307,call,american,120.0,182.5,186.0,176.46,1.0,4.0,0.6975127905273439
2027-03-19,0.841096,307,call,american,130.0,172.95,176.5,160.48,1.0,7.0,0.6618075811767579
2027-03-19,0.841096,307,call,american,135.0,168.1,172.0,157.0,2.0,23.0,0.6474034283447265
2027-03-19,0.841096,307,call,american,140.0,163.35,167.0,159.2,10.0,18.0,0.6262854754638674
2027-03-19,0.841096,307,call,american,145.0,158.75,162.45,154.45,10.0,47.0,0.6152382226562501
2027-03-19,0.841096,307,call,american,150.0,154.05,157.75,150.09,1.0,19.0,0.6000406207275393
2027-03-19,0.841096,307,call,american,155.0,149.5,153.0,130.29,1.0,110.0,0.5863078479003907
2027-03-19,0.841096,307,call,american,160.0,144.8,148.3,137.34,1.0,72.0,0.5711712805175782
2027-03-19,0.841096,307,call,american,165.0,140.15,143.65,142.81,5.0,28.0,0.5573164385986329
2027-03-19,0.841096,307,call,american,170.0,135.45,138.95,112.5,1.0,14.0,0.5421798712158206
2027-03-19,0.841096,307,call,american,175.0,130.85,134.35,124.85,1.0,145.0,0.529423651123047
2027-03-19,0.841096,307,call,american,180.0,126.15,129.7,125.75,2.0,68.0,0.5148974291992188
2027-03-19,0.841096,307,call,american,185.0,121.6,125.1,121.3,1.0,23.0,0.5024463818359376
2027-03-19,0.841096,307,call,american,190.0,116.95,120.35,119.44,2.0,21.0,0.5199327792358398
2027-03-19,0.841096,307,call,american,195.0,112.9,115.5,101.0,20.0,46.0,0.5009205181884766
2027-03-19,0.841096,307,call,american,200.0,108.0,111.45,111.4,3.0,82.0,0.49597671997070314
2027-03-19,0.841096,307,call,american,210.0,99.0,101.15,104.2,1.0,146.0,0.4489190850830078
2027-03-19,0.841096,307,call,american,220.0,90.3,93.3,93.5,4.0,129.0,0.4404963177490234
2027-03-19,0.841096,307,call,american,230.0,81.75,84.75,85.53,8.0,417.0,0.41925629577636714
2027-03-19,0.841096,307,call,american,240.0,74.4,76.45,75.0,4.0,364.0,0.39963368927001963
2027-03-19,0.841096,307,call,american,250.0,66.5,68.3,67.05,9.0,1100.0,0.37995004821777345
2027-03-19,0.841096,307,call,american,260.0,58.7,60.7,59.6,9.0,1955.0,0.3642946871948243
2027-03-19,0.841096,307,call,american,270.0,51.8,53.5,52.35,7.0,1568.0,0.350119413909912
2027-03-19,0.841096,307,call,american,280.0,44.75,46.4,46.8,6.0,1966.0,0.33399103515625
2027-03-19,0.841096,307,call,american,290.0,38.5,40.7,40.99,16.0,996.0,0.3280096496582031
2027-03-19,0.841096,307,call,american,300.0,33.5,34.8,33.8,374.0,3261.0,0.3163673100280761
2027-03-19,0.841096,307,call,american,310.0,27.9,29.45,28.82,21.0,1645.0,0.3060066958618164
2027-03-19,0.841096,307,call,american,320.0,23.95,24.95,24.45,154.0,3400.0,0.29944548217773437
2027-03-19,0.841096,307,call,american,330.0,20.15,20.8,20.55,141.0,1691.0,0.2920297848510741
2027-03-19,0.841096,307,call,american,340.0,16.55,17.55,17.0,177.0,1001.0,0.2890543507385253
2027-03-19,0.841096,307,call,american,350.0,13.55,14.8,14.65,656.0,2392.0,0.2871470211791991
2027-03-19,0.841096,307,call,american,360.0,11.45,12.1,11.75,36.0,364.0,0.28200486068725583
2027-03-19,0.841096,307,call,american,370.0,9.45,10.2,10.05,73.0,1028.0,0.28186753295898437
2027-03-19,0.841096,307,call,american,380.0,7.2,8.75,8.25,41.0,210.0,0.283912190246582
2027-03-19,0.841096,307,call,american,390.0,6.2,7.0,6.6,2.0,320.0,0.27912097839355465
2027-03-19,0.841096,307,call,american,400.0,5.05,5.9,5.6,31.0,825.0,0.27996020339965816
2027-03-19,0.841096,307,call,american,410.0,3.9,5.15,4.8,55.0,505.0,0.2837290866088866
2027-03-19,0.841096,307,call,american,420.0,3.45,4.2,3.65,6.0,195.0,0.28195908477783205
2027-03-19,0.841096,307,call,american,430.0,2.8,3.55,3.22,7.0,78.0,0.2830882238769531
2027-03-19,0.841096,307,call,american,440.0,2.32,2.75,2.33,80.0,71.0,0.27854115020751957
2027-03-19,0.841096,307,call,american,450.0,1.9,2.5,2.25,51.0,140.0,0.2844004666137695
2027-03-19,0.841096,307,call,american,460.0,1.42,2.27,1.96,57.0,96.0,0.289771506652832
2027-03-19,0.841096,307,call,american,470.0,1.3,1.7,1.65,40.0,110.0,0.2838206384277343
2027-03-19,0.841096,307,call,american,480.0,0.93,1.74,1.12,1.0,82.0,0.29529513305664057
2027-03-19,0.841096,307,call,american,490.0,0.83,1.44,1.28,45.0,13.0,0.2947458221435546
2027-03-19,0.841096,307,call,american,500.0,0.59,1.24,0.9,5.0,84.0,0.29633272033691405
2027-03-19,0.841096,307,call,american,510.0,0.5,1.07,0.76,1.0,1.0,0.2979196185302734
2027-03-19,0.841096,307,call,american,520.0,0.37,1.09,0.76,1.0,3.0,0.30750204223632804
2027-03-19,0.841096,307,call,american,540.0,0.22,0.89,0.62,1.0,91.0,0.3139717041015625
